Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,VCH,VCD,VCA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA
SP1,04/10/15,Ath Madrid,Real Madrid,1,1,D,0,1,A,18,9,4,2,19,12,5,1,6,4,0,0,3.2,3.3,2.3,3.1,3.1,2.45,2.75,3.2,2.5,3,3.25,2.3,3.23,3.4,2.4,2.9,3.1,2.5,3.13,3.4,2.45,43,3.3,3.06,3.4,3.25,2.5,2.38,37,2.1,2.04,1.83,1.76,23,0.25,1.88,1.84,2.07,2.02
SP1,04/10/15,Levante,Villarreal,1,0,H,0,0,D,15,3,5,2,15,17,8,2,4,3,0,1,4.33,3.4,1.91,4.4,3.5,1.85,4.2,3.5,1.8,4.2,3.3,1.91,4.53,3.46,1.96,4.33,3.1,1.95,4.4,3.6,1.93,41,4.57,4.24,3.6,3.38,1.96,1.91,34,2.35,2.22,1.71,1.64,24,0.5,2.01,1.95,1.96,1.91
SP1,04/10/15,Vallecano,Betis,0,2,A,0,1,A,23,9,9,6,13,14,8,3,4,2,0,0,2.2,3.5,3.2,2.1,3.4,3.3,2.2,3.2,3.2,2.1,3.6,3.25,2.16,3.8,3.42,2.15,3.5,3.2,2.2,3.8,3.3,42,2.25,2.14,3.81,3.55,3.42,3.26,35,1.71,1.66,2.31,2.19,24,-0.25,1.9,1.86,2.06,2
SP1,17/10/15,Barcelona,Vallecano,5,2,H,2,1,H,14,22,9,8,8,15,7,10,1,2,0,0,1.14,9,15,1.17,8.25,13.5,1.17,6.5,14,1.14,8.5,17,1.15,9.84,18.9,1.17,7,17,1.15,9.5,19,44,1.18,1.15,9.91,8.42,19.35,16.07,36,1.3,1.25,4.4,3.83,27,-2.5,2.07,2.02,1.89,1.84
SP1,17/10/15,Betis,Espanol,1,3,A,0,1,A,21,13,6,4,18,21,4,3,2,4,0,0,2,3.3,4,2.1,3.2,3.6,2,3.3,3.6,2,3.25,3.8,2.06,3.49,4.05,2.1,3.2,3.75,2.05,3.5,4,44,2.1,2.03,3.5,3.33,4.07,3.82,39,2.2,2.11,1.77,1.71,26,-0.5,2.07,2.01,1.89,1.85
SP1,17/10/15,Eibar,Sevilla,1,1,D,1,0,H,14,15,4,5,16,9,2,5,3,3,0,0,3.6,3.4,2.1,3.4,3.3,2.2,3.2,3.2,2.2,3.5,3.3,2.05,3.76,3.54,2.12,3.5,3.1,2.2,3.6,3.5,2.2,44,3.76,3.46,3.57,3.36,2.2,2.14,39,2.12,2.03,1.84,1.78,25,0.5,1.81,1.75,2.17,2.13
SP1,17/10/15,Real Madrid,Levante,3,0,H,2,0,H,20,15,6,5,8,10,4,4,1,4,0,0,1.08,12,23,1.1,10.5,23,1.07,9.5,22,1.1,10,26,1.1,13,32,1.1,9,26,1.08,13,34,44,1.11,1.09,13.36,10.88,34,25.79,37,1.31,1.28,4.1,3.6,26,-2.5,1.84,1.79,2.13,2.07
SP1,17/10/15,Valencia,Malaga,3,0,H,2,0,H,6,10,3,3,18,21,6,8,3,3,0,0,1.62,3.75,6,1.65,3.8,5.5,1.6,3.7,5.4,1.62,3.8,5.5,1.65,4.09,5.91,1.67,3.4,6,1.62,4.1,6.25,44,1.67,1.62,4.16,3.84,6.25,5.73,39,2.06,1.98,1.9,1.82,27,-1,2.17,2.09,1.82,1.78
SP1,18/10/15,Getafe,Las Palmas,4,0,H,2,0,H,14,16,7,3,18,15,5,1,2,1,0,1,2.15,3.2,3.6,2.15,3.1,3.6,2.1,3.3,3.3,2.1,3.1,3.6,2.18,3.31,3.86,2.2,3.1,3.5,2.2,3.3,3.75,44,2.2,2.14,3.4,3.18,3.87,3.65,39,2.49,2.37,1.64,1.57,25,-0.25,1.88,1.84,2.08,2.02
SP1,18/10/15,La Coruna,Ath Bilbao,2,2,D,0,1,A,16,7,3,2,8,18,4,6,2,2,0,0,2.7,3.1,2.8,2.75,2.95,2.9,2.6,3.2,2.6,2.62,3,2.75,2.74,3.26,2.87,2.7,3,2.8,2.7,3.25,2.88,44,2.75,2.67,3.3,3.09,2.9,2.8,36,2.45,2.35,1.61,1.57,26,0,1.93,1.88,2.01,1.96
SP1,18/10/15,Sociedad,Ath Madrid,0,2,A,0,1,A,11,7,1,3,14,11,5,2,4,5,2,0,4,3.2,2.05,3.7,3.25,2.1,3.3,3.3,2.1,4,3.1,2,4.37,3.27,2.06,4.2,3,2.05,4.3,3.3,2.05,44,4.44,4.03,3.33,3.18,2.1,2.04,34,2.74,2.59,1.55,1.48,26,0.5,1.88,1.84,2.07,2.03
SP1,18/10/15,Villarreal,Celta,1,2,A,0,1,A,12,13,3,2,10,12,7,4,1,3,1,0,2,3.5,3.75,2.05,3.4,3.5,2,3.3,3.6,2,3.4,3.6,2.01,3.67,4,2.1,3.2,3.75,2.05,3.7,3.75,43,2.1,2.01,3.7,3.48,4,3.7,38,1.85,1.78,2.09,2.01,25,-0.5,2.05,2,1.92,1.86
SP1,19/10/15,Sp Gijon,Granada,3,3,D,1,2,A,16,14,6,7,10,13,6,1,3,4,0,2,2,3.2,4.2,2.05,3.2,3.7,2.1,3.1,3.5,1.95,3.25,4,2.05,3.39,4.23,2.05,3.1,4,2,3.4,4.33,42,2.1,2.02,3.4,3.26,4.33,3.98,36,2.46,2.37,1.63,1.57,24,-0.5,2.07,2,1.93,1.86
SP1,23/10/15,Vallecano,Espanol,3,0,H,1,0,H,13,9,7,3,15,11,6,5,2,1,1,1,2.2,3.4,3.2,2.25,3.5,3.2,2.3,3.3,2.9,2.1,3.4,3.3,2.2,3.61,3.46,2.2,3.4,3.2,2.2,3.6,3.5,42,2.3,2.19,3.62,3.45,3.5,3.28,38,2,1.92,1.95,1.89,22,-0.5,2.23,2.16,1.79,1.74
SP1,24/10/15,Celta,Real Madrid,1,3,A,0,2,A,17,14,7,8,17,16,5,7,4,1,1,0,3.8,3.8,1.91,3.9,3.9,1.95,3.8,3.6,1.85,3.6,3.8,1.85,4.02,4.04,1.91,3.75,3.5,1.95,3.9,4,1.93,42,4.12,3.82,4.08,3.79,1.95,1.89,31,1.55,1.53,2.6,2.46,23,0.5,2.03,1.97,1.93,1.89
SP1,24/10/15,Granada,Betis,1,1,D,1,1,D,17,7,7,2,8,11,3,3,3,3,0,0,2.3,3.25,3.25,2.35,3.25,3,2.4,3.3,2.75,2.3,3.2,3.1,2.34,3.4,3.35,2.4,3.1,3.1,2.3,3.4,3.3,42,2.41,2.32,3.42,3.26,3.35,3.16,37,2.25,2.14,1.78,1.69,22,0,1.72,1.66,2.39,2.27
SP1,24/10/15,Malaga,La Coruna,2,0,H,0,0,D,9,10,4,1,11,10,3,5,0,1,0,0,2.25,3.25,3.4,2.35,3.1,3.1,2.2,3.2,3.2,2.25,3.2,3.25,2.36,3.36,3.36,2.38,3.1,3.1,2.3,3.4,3.4,42,2.4,2.29,3.4,3.24,3.48,3.24,35,2.3,2.22,1.7,1.64,22,-0.25,2.01,1.95,1.96,1.9
SP1,24/10/15,Sevilla,Getafe,5,0,H,2,0,H,22,6,13,0,18,15,7,3,1,1,0,1,1.44,4.33,8,1.48,4.33,7,1.5,4,6.1,1.44,4.2,7,1.5,4.61,7.39,1.5,4,7,1.5,4.6,7.5,42,1.51,1.47,4.65,4.31,8,7.14,37,1.77,1.72,2.19,2.11,23,-1,1.84,1.77,2.16,2.1
SP1,25/10/15,Barcelona,Eibar,3,1,H,1,1,D,14,7,5,5,14,18,6,2,3,5,1,0,1.11,10,19,1.11,9.5,21,1.1,8,20,1.11,10,21,1.13,11,23,1.14,7,21,1.11,11,31,41,1.14,1.11,11.54,9.33,31,21.88,35,1.33,1.3,3.75,3.48,22,-2.5,1.9,1.86,2.05,2
SP1,25/10/15,Las Palmas,Villarreal,0,0,D,0,0,D,6,5,2,0,12,14,6,6,1,2,0,0,3.5,3.25,2.2,3.25,3.25,2.2,3.3,3.3,2.1,3.5,3.25,2.1,3.72,3.42,2.18,3.5,3.1,2.2,3.6,3.4,2.2,42,3.77,3.51,3.42,3.27,2.2,2.15,36,2.28,2.18,1.72,1.67,22,0.5,1.78,1.75,2.2,2.14
SP1,25/10/15,Levante,Sociedad,0,4,A,0,2,A,13,13,3,6,24,15,10,3,4,3,1,0,2.63,3.2,2.8,2.7,3,2.75,2.6,3.2,2.6,2.62,2.9,2.8,2.78,3.1,2.97,2.7,3.1,2.7,2.75,3.13,2.9,42,2.78,2.68,3.2,3.04,3,2.83,31,2.71,2.55,1.53,1.49,23,0,1.91,1.87,2.04,1.99
SP1,25/10/15,Ath Madrid,Valencia,2,1,H,2,0,H,16,6,8,1,26,10,9,2,4,4,0,0,1.57,3.8,6.5,1.57,4,6.5,1.65,3.7,4.9,1.57,3.75,6.5,1.58,4.05,7.06,1.62,3.3,7,1.57,4,7,42,1.65,1.57,4.08,3.81,7.07,6.5,36,2.3,2.2,1.72,1.66,23,-1,2.09,2.04,1.88,1.82
SP1,26/10/15,Ath Bilbao,Sp Gijon,3,0,H,2,0,H,20,6,6,0,8,15,9,3,1,3,0,0,1.53,4,7,1.55,4,6.5,1.6,3.7,5.4,1.5,4,6.5,1.55,4.31,6.95,1.57,3.5,7,1.55,4.2,7,40,1.6,1.53,4.33,3.97,7,6.58,36,2.2,1.99,1.9,1.8,21,-1,2,1.94,1.96,1.91
SP1,30/10/15,La Coruna,Ath Madrid,1,1,D,0,1,A,7,12,3,3,4,9,1,5,2,0,0,0,5.5,3.4,1.7,5.75,3.6,1.7,4.5,3.5,1.75,5.5,3.5,1.75,5.54,3.62,1.78,5,3.5,1.73,5.5,3.7,1.75,47,6,5.23,3.7,3.46,1.8,1.75,39,2.47,2.36,1.65,1.58,27,0.5,2.2,2.13,1.79,1.75
SP1,31/10/15,Getafe,Barcelona,0,2,A,0,1,A,6,14,0,6,10,3,3,5,3,0,0,0,10,5.75,1.29,8.75,5.5,1.3,8,5,1.33,9.5,5.5,1.3,11.4,6.08,1.3,9,5,1.33,11,6,1.3,48,12,9.9,6.12,5.52,1.33,1.3,36,1.55,1.5,2.73,2.54,30,1.5,2.07,2,1.91,1.86
SP1,31/10/15,Real Madrid,Las Palmas,3,1,H,3,1,H,17,8,11,5,12,9,6,3,0,3,0,0,1.09,11,23,1.1,9.25,18,1.05,11,25,1.1,10,26,1.11,13,26,1.1,9,26,1.1,12,31,47,1.12,1.1,13.09,10.21,35.22,24.33,36,1.29,1.25,4.2,3.84,28,-2.5,1.85,1.8,2.11,2.06
SP1,31/10/15,Sociedad,Celta,2,3,A,2,1,H,20,16,5,8,9,12,8,7,2,5,0,0,2.7,3.2,2.75,2.7,3.2,2.75,2.6,3.2,2.6,2.5,3.25,2.7,2.79,3.31,2.79,2.7,3.1,2.7,2.75,3.3,2.75,47,2.8,2.68,3.31,3.21,2.81,2.7,41,2.08,1.98,1.92,1.82,28,0,1.98,1.91,1.98,1.93
SP1,31/10/15,Valencia,Levante,3,0,H,0,0,D,13,10,6,5,19,21,5,5,2,3,0,0,1.44,4.5,7.5,1.45,4.1,7.5,1.4,4.4,7.3,1.44,4.2,7.5,1.46,4.6,8.39,1.44,4.2,8,1.45,4.6,8.5,48,1.5,1.44,4.68,4.35,8.5,7.67,42,2.05,1.94,1.93,1.85,28,-1.5,2.38,2.31,1.67,1.64
SP1,31/10/15,Villarreal,Sevilla,2,1,H,1,0,H,11,6,5,3,17,14,7,5,5,3,0,0,2.25,3.4,3.25,2.25,3.4,3.25,2.2,3.3,3.1,2.2,3.3,3.2,2.24,3.53,3.44,2.25,3.1,3.4,2.25,3.5,3.4,48,2.27,2.21,3.52,3.35,3.46,3.28,42,1.96,1.87,1.98,1.92,28,-0.5,2.26,2.19,1.76,1.71
SP1,01/11/15,Eibar,Vallecano,1,0,H,1,0,H,12,6,1,2,17,11,2,6,2,3,0,0,2.2,3.4,3.3,2.2,3.3,3.2,2.1,3.3,3.3,2.1,3.3,3.5,2.23,3.48,3.53,2.15,3.1,3.6,2.15,3.5,3.6,48,2.27,2.15,3.54,3.36,3.6,3.43,42,2.08,1.98,1.89,1.82,28,-0.5,2.23,2.11,1.8,1.76
SP1,01/11/15,Espanol,Granada,1,1,D,0,0,D,10,9,4,5,16,19,5,6,1,6,1,0,2,3.3,4,2,3.3,3.8,2,3.3,3.6,1.95,3.25,3.8,2.04,3.45,4.17,2,3.2,4,2,3.5,4.1,48,2.06,1.99,3.5,3.34,4.4,3.93,41,2.29,2.18,1.74,1.67,29,-0.5,2.04,1.98,1.92,1.87
SP1,01/11/15,Sp Gijon,Malaga,1,0,H,1,0,H,8,13,6,5,11,8,7,5,1,3,0,0,2.38,3.2,3.2,2.4,3,3.1,2.3,3.2,3,2.3,3.1,3.1,2.44,3.33,3.23,2.4,3.1,3.1,2.4,3.3,3.25,48,2.5,2.37,3.35,3.22,3.3,3.1,40,2.32,2.18,1.73,1.66,28,0,1.73,1.67,2.29,2.24
SP1,01/11/15,Betis,Ath Bilbao,1,3,A,0,2,A,11,23,3,9,9,13,7,9,2,4,0,0,3.25,3.25,2.3,3.2,3,2.35,2.9,3.3,2.3,3.1,3.25,2.25,3.32,3.43,2.34,3.2,3.2,2.3,3.4,3.4,2.3,48,3.4,3.15,3.45,3.29,2.38,2.3,41,2.17,2.09,1.83,1.72,28,0,2.38,2.28,1.71,1.65
